238,2810357949,394
237,2795190546,394
236,2793753515,394
235,2791866741,394
234,2787876617,394
233,2790398889,394
232,2787362441,394
231,2793896101,394
230,2789021494,394
229,2793289111,394
228,2790549433,394
227,2799016966,394
226,2801908558,394
225,2792007606,394
224,2790924532,394
223,2792644256,394
222,2787918328,394
221,2796348272,394
220,2792807386,394
219,2792979199,394
218,2791304219,394
217,2791666252,394
216,2790003726,394
215,2824544865,394
214,2807821160,394
213,2796775571,394
212,2795564959,394
211,2788164056,394
210,2795332373,394
209,2792669311,394
208,2801465138,394
207,2806487066,394
206,2793459458,394
205,2787478050,394
204,2792073259,394
203,2808682774,394
202,2796890781,394
201,2791999960,394
200,2785445157,394
199,2789765779,394
198,2791117642,394
197,2793999522,394
196,2791031649,394
195,2790089640,394
194,2789519252,394
193,2791836632,394
192,2802977638,394
191,2806283384,394
190,2789280390,394
189,2792551002,394
188,2791786703,394
187,2788670384,394
186,2793531881,394
185,2791000589,394
184,2790731942,394
183,2789652711,394
182,2789163475,394
181,2789040406,394
180,2805086458,394
179,2802649107,394
178,2791957021,394
177,2789244480,394
176,2798810045,394
175,2793658688,394
174,2789166147,394
173,2792392041,394
172,2793733152,394
171,2788350882,394
170,2792860586,394
169,2792340187,394
168,2804829254,394
167,2792383941,394
166,2798162089,394
165,2796191587,394
164,2790109999,394
163,2792024689,394
162,2791691269,394
161,2791965520,394
160,2790195648,394
159,2793184821,394
158,2794335827,394
157,2794197109,394
156,2813261162,394
155,2793233884,394
154,2789714251,394
153,2792721278,394
152,2797488609,394
151,2791867437,394
150,2803996377,394
149,2858772757,394
148,2790855989,394
147,2791995531,394
146,2795894269,394
145,2806792314,394
144,2804128512,394
143,2792621723,394
142,2792072346,394
141,2798821416,394
140,2793890739,394
139,2794776372,394
138,2793062859,394
137,2797070639,394
136,2794381613,394
135,2793756061,394
134,2796744967,394
133,2836430794,394
132,2833659749,394
131,2792006839,394
130,2793764567,394
129,2792890009,394
128,2791903513,394
127,2793006678,394
126,2791339457,394
125,2787045570,394
124,2792456521,394
123,2799774088,394
122,2803005563,394
121,2808151315,394
120,2790213640,394
119,2788623826,394
118,2795691896,394
117,2793020944,394
116,2792832280,394
115,2791324537,394
114,2791506923,394
113,2791236708,394
112,2792697247,394
111,2791254875,394
110,2804388562,394
109,2801323640,394
108,2800500178,394
107,2796046636,394
106,2794146250,394
105,2794969835,394
104,2793201107,394
103,2789825295,394
102,2791978086,394
101,2796842413,394
100,2795574807,394
99,2793895724,394
98,2809369608,394
97,2797301277,394
96,2801064154,394
95,2793376588,394
94,2795274955,394
93,2792807807,394
92,2793711967,394
91,2793252670,394
90,2794708678,394
89,2795115499,394
88,2795099718,394
87,2793423128,394
86,2809821799,394
85,2807955448,393
84,2828439626,392
83,2825590316,392
82,2828389942,392
81,2835983673,392
80,2832324925,392
79,2826550771,392
78,2826039183,392
77,2845328555,392
76,2827156376,392
75,2845951253,392
74,2832460209,392
73,2834588188,392
72,2829204491,392
71,2852310573,392
70,2844529081,390
69,2847343330,390
68,2888205185,390
67,2851832538,390
66,2886334871,389
65,2903087858,389
64,2970643086,389
63,3035344273,389
62,3082721213,388
61,3111874412,388
60,3159171510,388
59,3247034164,388
58,3332560064,388
57,3383721412,388
56,3483941878,388
55,3626143497,388
54,3748240306,388
53,3930482527,388
52,4100608801,387
51,4337677469,387
50,4571385370,386
49,4798503226,386
48,5136056719,386
47,5532983989,386
46,5875289705,386
45,6333768685,386
44,6963765696,386
43,7571269910,386
42,8257278166,385
41,9056987890,385
40,9831249371,385
39,10665488387,385
38,11709409850,385
37,12774912491,385
36,13890698196,385
35,15176174003,385
34,2916491398,384
33,2943921750,384
32,2976021538,384
31,2984334449,384
30,2842283444,384
29,2836273224,384
28,2825424619,384
27,2831257399,384
26,2831455611,384
25,2831106320,384
24,2824615653,384
23,2831337457,384
22,2829290530,384
21,2833531484,384
20,2825824320,384
19,2841298738,384
18,2844515713,384
17,2827050521,384
16,2830828801,384
15,2830346849,384
14,2829983844,384
13,2828945414,384
12,2831926492,384
11,2831509695,384
10,2827009104,384
9,2826606885,384
8,2826942374,384
7,2842106179,384
6,2834533472,384
5,2829540484,384
4,2832121203,384
3,2827309333,384
2,2826713804,384
1,2828487361,384
