385,857115,413
384,828858,413
383,2795686598,394
382,2793005916,394
381,2792774307,394
380,2788919276,394
379,2813039498,394
378,2796794630,394
377,2788301926,394
376,2792354425,394
375,2786947666,394
374,2786365936,394
373,2785007481,394
372,2791177671,394
371,2786321986,394
370,2788536015,394
369,2788144618,394
368,2785634712,394
367,2799965476,394
366,2794738403,394
365,2788483681,394
364,2788810375,394
363,2786955673,394
362,2788846974,394
361,2783935806,394
360,2787197155,394
359,2787506520,394
358,2785347369,394
357,2785637767,394
356,2786860327,394
355,2805581971,394
354,2787740839,394
353,2785373946,394
352,2786105078,394
351,2786710950,394
350,2785998495,394
349,2786817454,394
348,2786121918,394
347,2786904697,394
346,2794489406,394
345,2816986778,394
344,2798257047,394
343,2800510044,394
342,2788992480,394
341,2788416834,394
340,2785103508,394
339,2787283619,394
338,2786074397,394
337,2786427355,394
336,2801408757,394
335,2788584421,394
334,2789574179,394
333,2789781338,394
332,2802234871,394
331,2795425375,394
330,2791910572,394
329,2786156769,394
328,2785267792,394
327,2793898065,394
326,2791171353,394
325,2787088094,394
324,2791126799,394
323,2785203834,394
322,2791300599,394
321,2787468349,394
320,2806029460,394
319,2795900891,394
318,2787423805,394
317,2785724029,394
316,2791876869,394
315,2788926025,394
314,2789247831,394
313,2788164037,394
312,2781293570,394
311,2787418398,394
310,2787237166,394
309,2795147612,394
308,2802712750,394
307,2792053076,394
306,2791799568,394
305,2787608093,394
304,2790389859,394
303,2794821964,394
302,2791517306,394
301,2789788251,394
300,2792350025,394
299,2787223565,394
298,2790438563,394
297,2802655981,394
296,2797717324,394
295,2785215700,394
294,2800280847,394
293,2793611264,394
292,2795468436,394
291,2786462830,394
290,2785025958,394
289,2784211338,394
288,2789938003,394
287,2793916909,394
286,2789309179,394
285,2802693734,394
284,2795240081,394
283,2790404069,394
282,2796167244,394
281,2790045191,394
280,2787941766,394
279,2786149009,394
278,2786604489,394
277,2794386997,394
276,2787179570,394
275,2790973004,394
274,2799053928,394
273,2810582195,394
272,2790837315,394
271,2793965282,394
270,2791105944,394
269,2787241272,394
268,2789668262,394
267,2784416812,394
266,2791084404,394
265,2794464701,394
264,2789036176,394
263,2787389158,394
262,2801035734,394
261,2804850085,394
260,2791299015,394
259,2786952823,394
258,2791187973,394
257,2794304414,394
256,2787138420,394
255,2795420137,394
254,2792652512,394
253,2788825413,394
252,2787022862,394
251,2800895652,394
250,2803207494,394
249,2799256828,394
248,2788993823,394
247,2786395839,394
246,2788553359,394
245,2787416217,394
244,2793188561,394
243,2791336570,394
242,2788442703,394
241,2789999699,394
240,2789881799,394
239,2819249897,394
